4
//Monster      Range      PositionX      PositionY      Direction      Comment
523            00         154            048            08             //Trap
523            00         154            044            08             //Trap
523            00         154            040            08             //Trap
523            00         154            036            08             //Trap
523            00         154            032            08             //Trap
523            00         154            028            08             //Trap
523            00         154            024            08             //Trap
523            00         157            026            08             //Trap
523            00         161            026            08             //Trap
523            00         233            060            08             //Trap
523            00         233            064            08             //Trap
523            00         233            068            08             //Trap
523            00         230            066            08             //Trap
523            00         226            066            08             //Trap
523            00         222            066            08             //Trap
523            00         218            066            08             //Trap
523            00         220            070            08             //Trap
523            00         220            074            08             //Trap
523            00         220            078            08             //Trap
523            00         220            082            08             //Trap
523            00         220            086            08             //Trap
523            00         154            048            08             //Trap
523            00         154            044            08             //Trap
523            00         154            040            08             //Trap
523            00         154            036            08             //Trap
523            00         154            032            08             //Trap
523            00         154            028            08             //Trap
523            00         154            024            08             //Trap
523            00         157            026            08             //Trap
523            00         161            026            08             //Trap
523            00         233            060            08             //Trap
523            00         233            064            08             //Trap
523            00         233            068            08             //Trap
523            00         230            066            08             //Trap
523            00         226            066            08             //Trap
523            00         222            066            08             //Trap
523            00         218            066            08             //Trap
523            00         220            070            08             //Trap
523            00         220            074            08             //Trap
523            00         220            078            08             //Trap
523            00         220            082            08             //Trap
523            00         220            086            08             //Trap
end
