//ItemIndex   EffectIndex   EffectValue   EffectLevel   ColorR   ColorG   ColorB  EffectType     EffectSize   ColorSide
//Horn of Steal (hornofsteel.bmd)
1044 32395 9 0 0.25 0.25 0.25 0.0 0.0 0.0
1044 32395 10 0 0.25 0.25 0.25 0.0 0.0 0.0
1044 32395 11 0 0.25 0.25 0.25 0.0 0.0 0.0
1044 32395 12 0 0.25 0.25 0.25 0.0 0.0 0.0
1044 32395 13 0 0.25 0.25 0.25 0.0 0.0 0.0
1044 32395 14 0 0.25 0.25 0.25 0.0 0.0 0.0
//Magmus Peer (MagmaSpear.bmd)
1548 32389 2 0 1.00 0.18 0.00 0.0 0.0 0.5
1548 32389 4 0 1.00 0.18 0.00 0.0 0.0 0.5
1548 32389 7 0 1.00 0.18 0.00 0.0 0.0 0.5
//Spite Staff (kerberos_spear_dark_road.bmd)
2597 32392 3 0 1.00 1.00 1.00 0.0 0.0 0.5
//Angelic Bow (bow26.bmd)
2073 32119 13 0 0.50 0.87 0.40 0.0 -0.5 0.2
//Thunderbolt (thunder_bolt.bmd)
1043 32119 7 0 0.20 0.46 0.90 1.0 -0.5 1.0
//Axe Saron
522		32002		  1		    0		 	   0.83		0.52	 0.76	    1.2         0.0	   		0.0 //PINK PINK
522		32002		  2		    0		 	   0.83		0.52	 0.76	    1.2         0.0	   		0.0 //PINK PINK
522		32002		  3		    0		 	   0.83		0.52	 0.76	    1.2         0.0	   		0.0 //PINK PINK
522		32002		  4		    0		 	   0.83		0.52	 0.76	    1.2         0.0	   		0.0 //PINK PINK
522		32002		  5		    0		 	   0.83		0.52	 0.76	    1.2         0.0	   		0.0 //PINK PINK
522		32002		  6		    0		 	   0.83		0.52	 0.76	    1.2         0.0	   		0.0 //PINK PINK
522		32002		  7		    0		 	   0.83		0.52	 0.76	    1.2         0.0	   		0.0 //PINK PINK
//Sword Saron
65		32002		  1		    0		 	   0.83		0.52	 0.76	    1.0         0.0	   		0.0 //PINK PINK
65		32002		  2		    0		 	   0.83		0.52	 0.76	    1.0         0.0	   		0.0 //PINK PINK
//Wing Of Cup
6291 32049 5 0 0.00 0.80 0.00  15.0 0.1 0.9
6291 32049 6 0 0.00 0.80 0.00  15.0 0.1 0.9
6291 32049 13 0 0.00 0.80 0.00 15.0 0.1 0.9
6291 32049 14 0 0.00 0.80 0.00 15.0 0.1 0.9
//VSL - Wing Dark Raven - Effect Dinamic
//Red
6288	32049	3   0	0.8	0.032	0.032	10.0	0.25	0.0
6288	32077	6   0	0.8	0.032	0.032	7.0	1.0	0.0
6288	32290	10  0	0.8	0.032	0.032	7.0	1.0	0.0
6288	32049	14  0	0.8 	0.032	0.032	10.0	0.25	0.0
6288	32077	17  0	0.8	0.032	0.032	7.0	1.0	0.0
6288	32290	21  0	0.8	0.032	0.032	7.0	1.0	0.0
###DINAMICO Wing Blood Vampire
6321           32329           14          0             0.85		0.18	 0.13      0.2          0.10        0.00
6321           32329           15          0             0.85		0.18	 0.13      0.2          0.10        0.00
6321           32329           20          0             0.85		0.18	 0.13      0.2          0.10        0.00
6321           32329           21          0             0.85		0.18	 0.13      0.2          0.10        0.00
6321           32329           22          0             0.85		0.18	 0.13      0.2          0.10        0.00
6321           32329           28          0             0.85		0.18	 0.13      0.2          0.10        0.00
6321           32329           27          0             0.85		0.18	 0.13      0.2          0.10        0.00
6321           32329           30          0             0.85		0.18	 0.13      0.2          0.10        0.00
//Wing War 2.0
6293	     32260   		 14        		0            1.00    0.5      0.0      3.0			0.0			  0.0
6293	     32260   		 37        		0            1.00    0.5      0.0      3.0			0.0			  0.0
6293	     32260   		 50        		0            1.00    0.5      0.0      3.0			0.0			  0.0
6293	     32260   		 57        		0            1.00    0.5      0.0      3.0			0.0			  0.0
6293	     32290   		 47        		0            1.00    0.5      0.0      7.0			0.0			  0.0
6293	     32290   		 24        		0            1.00    0.5      0.0      7.0			0.0			  0.0
6293	     32290   		 11        		0            1.00    0.5      0.0      7.0			0.0			  0.0
6293	     32290   		 34        		0            1.00    0.5      0.0      7.0			0.0			  0.0
6293	     32290   		 31        		0            1.00    0.5      0.0      7.0			0.0			  0.0
6293	     32290   		 40        		0            1.00    0.5      0.0      7.0			0.0			  0.0
6293	     32290   		 8        		0            1.00    0.5      0.0      7.0			0.0			  0.0
6293	     32290   		 17        		0            1.00    0.5      0.0      7.0			0.0			  0.0
6293	     32290   		 46        		0            1.00    0.5      0.0      7.0			0.0			  0.0
